SurrogateId,Period,[Australian dollar ],[Brazilian real ],[Canadian dollar ],[Swiss franc ],[Chinese yuan renminbi ],[Czech koruna ],[Danish krone ],[UK pound sterling ],[Hong Kong dollar ],[Croatian kuna ],[Hungarian forint ],[Indonesian rupiah ],[Israeli shekel ],[Indian rupee ],[Iceland krona ],[Japanese yen ],[Korean won ],[Mexican peso ],[Malaysian ringgit ],[Norwegian krone ],[New Zealand dollar ],[Philippine peso ],[Polish zloty ],[Romanian leu ],[Russian rouble ],[Swedish krona ],[Singapore dollar ],[Thai baht ],[Turkish lira ],[US dollar ],[South African rand ],[EU euro ]
780,2017/01/18,1.324831208,3.222711928,1.311515379,1.003938485,6.838990998,25.33852213,6.973087022,0.814262941,7.756564141,7.058795949,288.7471868,13342.49812,3.813672168,68.11374719,0,113.5127532,1171.596024,21.69307952,4.45423856,8.470555139,1.391410353,49.90810203,4.095367592,4.213053263,59.30982746,8.939234809,1.423105776,35.3103901,3.785727682,1,13.56264066,0.937734434
781,2017/01/17,1.325533508,3.210876076,1.305971546,1.002620741,6.854642456,25.29108948,6.960314489,0.812336204,7.755522276,7.050262074,288.0849869,13329.03407,3.819917634,67.98343317,0,113.347061,1168.859978,21.57899663,4.462467241,8.457506552,1.392456009,49.8259079,4.089573194,4.212841632,59.19374766,8.894889554,1.419692999,35.31542493,3.796330962,1,13.47519656,0.935979034
782,2017/01/16,1.337738342,3.221634888,1.314612045,1.010855201,6.900792902,25.50594676,7.01916179,0.828846517,7.755238814,7.109495941,290.1453653,13366.49991,3.827543893,68.12063432,0,114.13064,1183.358505,21.59524259,4.466018501,8.548046064,1.407966774,49.95846706,4.1277138,4.24985841,59.62733623,8.951293185,1.42948839,35.42004908,3.781008118,1,13.61261091,0.943930527
783,2017/01/13,1.334302598,3.198292843,1.314135635,1.006284589,6.900290779,25.34565238,6.974017447,0.821198762,7.754619642,7.060313291,288.4344808,13331.49798,3.814932933,68.16293031,0,114.3513742,1173.857987,21.65462902,4.461964168,8.496388707,1.402495076,49.67826658,4.102710815,4.213676015,59.34574618,8.899258981,1.426320233,35.40005628,3.788293781,1,13.51486727,0.937998312
784,2017/01/12,1.330180729,3.157411743,1.305740238,1.005899429,6.893997565,25.30293099,6.96151325,0.813212848,7.755033243,7.057308737,287.6205637,13250.99728,3.820957018,67.97967975,0,113.9526173,1175.578238,21.60314636,4.458001686,8.486281487,1.402753067,49.57299373,4.098230171,4.205730874,59.30349284,8.904391797,1.422511471,35.34038768,3.775540781,1,13.43534039,0.936417268
785,2017/01/11,1.355898315,3.216795201,1.325240408,1.020755974,6.93382843,25.72693516,7.077787299,0.825716462,7.755117585,7.194325431,294.6301057,13329.00124,3.854327335,68.39141198,0,116.2905836,1200.218985,21.86375321,4.471484338,8.629248786,1.430734076,49.68104351,4.161001619,4.28068171,60.32800152,9.111206322,1.438827002,35.58507093,3.879558221,1,13.78101495,0.952108921
786,2017/01/10,1.362733037,3.193243115,1.324122267,1.016087821,6.924955049,25.57111763,7.035014668,0.822750071,7.754991956,7.158606984,292.1358948,13289.99716,3.844421312,68.21756411,0,116.2486988,1200.984196,21.42490773,4.474496073,8.588057159,1.435128229,49.57319958,4.137503549,4.254566102,60.09813571,9.046560045,1.437777988,35.62032743,3.777041734,1,13.70048263,0.946342387
787,2017/01/09,1.365252948,3.212248003,1.326930392,1.019494104,6.937809053,25.69513123,7.06913275,0.824077596,7.755990871,7.198649677,293.086725,13345.12172,3.849372385,68.16993153,0,116.6413085,1204.19361,21.29516927,4.476987448,8.576740205,1.432769114,49.62723469,4.162894637,4.280715101,59.75494485,9.084537847,1.439235451,35.73031571,3.728604032,1,13.70549639,0.950931913
788,2017/01/06,1.363018226,3.20190764,1.325809803,1.012843517,6.917839267,25.51799037,7.020776277,0.808839362,7.755312116,7.156483143,290.1501558,13365.00142,3.83586741,67.98989517,0,115.9977335,1191.198413,21.2758523,4.472471433,8.486920389,1.423458306,49.35026915,4.112947398,4.250920767,59.25724809,9.020209652,1.432524318,35.6596468,3.617433185,1,13.61592218,0.944376239
789,2017/01/05,1.371393201,3.213217789,1.329968574,1.019331492,6.886106085,25.73183506,7.079421008,0.813636796,7.7545948,7.215503285,293.5720408,13360.27045,3.854490049,67.93581564,0,116.5412818,1191.105609,21.2785449,4.485001428,8.591086563,1.436720312,49.51242739,4.159603847,4.291496048,59.47300257,9.079230549,1.435672793,35.80516141,3.620607561,1,13.64098657,0.952290258
790,2017/01/04,1.377119862,3.236945482,1.331225448,1.025869503,6.935134617,25.88962346,7.123023857,0.8138833,7.755868545,7.256682955,295.4393025,13384.36332,3.856663792,68.06457794,0,117.5050302,1199.48261,21.14678547,4.497460956,8.614065344,1.439494108,49.64165948,4.194500335,4.319823704,60.75289834,9.12503593,1.441697806,35.81009869,3.582159624,1,13.64462968,0.958129731
791,2017/01/03,1.385363505,3.265864227,1.344439095,1.030524795,6.960519981,26.01829562,7.158497833,0.81429947,7.756764564,7.285026481,297.4867597,13479.49928,3.866634569,68.36880116,0,118.199326,1206.961964,20.6966779,4.492537313,8.667597496,1.445931632,49.84593163,4.230524795,4.355127588,60.5801637,9.18131921,1.450264805,35.9046702,3.587963409,1,13.75445354,0.962927299
792,2017/01/02,1.39264214,3.274247492,1.344481605,1.023506928,6.946010511,25.82035356,7.104538939,0.81356904,7.757286192,7.219111323,295.6999522,13527.99809,3.853033923,68.13951266,0,117.458194,1207.692308,20.74180602,4.486000956,8.6519828,1.443191591,49.47634974,4.216244625,4.337314859,61.25876732,9.119732441,1.450645007,35.82035356,3.543621596,1,13.72861921,0.955566173
793,2016/12/30,1.38468836,3.254435063,1.345982355,1.018783797,6.944502419,25.6341903,7.052841286,0.812237928,7.755526041,7.171710464,293.9284698,13446.00133,3.839958258,67.91907789,0,117.066692,1204.212124,20.65449198,4.48600702,8.619960156,1.438003984,49.58542833,4.183948392,4.30604307,60.99990513,9.062233185,1.445213927,35.78977327,3.516933877,1,13.71501755,0.948676596
794,2016/12/29,1.387639912,3.264421697,1.354061035,1.024968908,6.955515163,25.84999522,7.111642591,0.816033675,7.756242227,7.231703817,296.6516789,13462.4988,3.848273223,68.01396728,0,116.7511719,1209.461399,20.69539845,4.484454224,8.682483498,1.438821391,49.6622979,4.22280685,4.340859084,60.51420645,9.144264804,1.449918684,35.93992155,3.532574381,1,13.6728212,0.956663159
795,2016/12/28,1.393327565,3.27141621,1.357465628,1.03009326,6.959330834,25.99942313,7.148447265,0.818459763,7.758292472,7.263243919,297.115662,13442.49591,3.852994904,68.2323815,0,117.6713778,1213.316027,20.73839054,4.483511201,8.727718489,1.446976252,49.84616864,4.233054514,4.366407076,60.56513797,9.209018364,1.452456495,36.0301894,3.546005192,1,13.89625998,0.961446015
796,2016/12/27,1.391287697,3.279655337,1.35337482,1.029583533,6.952513164,25.86979416,7.118429871,0.816658688,7.759023456,7.234561991,295.9597894,13448.08042,3.854571565,68.01627573,0,117.3863092,1207.257061,20.61694591,4.47917664,8.719770225,1.452178076,49.7453327,4.221158449,4.338247966,60.74916228,9.247295357,1.448539971,36.00957396,3.52101484,1,13.95806606,0.957395883
797,2016/12/23,1.394409343,3.268811028,1.351426383,1.025368562,6.94572085,25.86923224,7.116791116,0.816369902,7.760769673,7.216159295,296.4579743,13434.93203,3.824430404,67.80346544,0,117.3654988,1203.896228,20.69213096,4.473961325,8.704575914,1.454623779,49.78173464,4.221520199,4.338311315,61.27560789,9.234156615,1.446869615,35.96017614,3.510817538,1,14.01043462,0.957304231
798,2016/12/22,1.385484489,3.328322482,1.346801992,1.025086174,6.947529682,25.87227116,7.118153964,0.810465339,7.763596323,7.214668709,297.0317886,13472.73075,3.820949828,67.98209498,0,117.6369207,1203.762926,20.69006128,4.477977786,8.71074301,1.446859441,50.01723478,4.222137112,4.334163156,61.04232095,9.192646496,1.44925316,36.02259671,3.512255841,1,14.05697051,0.957487553
799,2016/12/21,1.376259476,3.332597639,1.336915843,1.025717302,6.944535073,25.92937338,7.133864312,0.808367719,7.76192304,7.22608195,297.7449381,13434.98705,3.831206218,67.88024182,0,117.3687746,1193.618655,20.44410325,4.479512523,8.661356876,1.444391133,49.90116112,4.230112273,4.336819883,61.09605604,9.249112369,1.442855772,35.99462624,3.512810671,1,13.94933308,0.959600806
800,2016/12/20,1.381705905,3.357873408,1.34079506,1.031165573,6.957159398,26.07197993,7.173195677,0.810285604,7.766692397,7.267464299,300.0578927,13468.99846,3.861829409,68.06976071,0,118.1300656,1194.953686,20.37340795,4.479544577,8.717001158,1.450115785,50.02798147,4.254631416,4.362504824,61.62331146,9.384890004,1.447510614,36.02952528,3.519008105,1,14.06850637,0.964878425
801,2016/12/19,1.376990981,3.376607177,1.338226828,1.027537901,6.953271925,25.92688543,7.133275763,0.807330647,7.766839378,7.229898292,299.1652274,13397.90827,3.867683746,67.85885627,0,117.2423719,1188.792938,20.42611783,4.47802725,8.682114757,1.441469967,50.05277298,4.232393015,4.334964498,61.8955095,9.383995394,1.449146037,35.88466705,3.505277298,1,14.07503358,0.959508732
802,2016/12/16,1.364019542,3.360570936,1.337292844,1.02988792,6.958041958,25.88466328,7.121371779,0.803621036,7.762429351,7.219082288,299.3102788,13389.99904,3.872497366,67.80007664,0,118.1913976,1187.403008,20.35903822,4.475045502,8.681195517,1.426573427,49.99808411,4.234122042,4.326563847,61.59756682,9.377334994,1.443145895,35.83963981,3.506178753,1,13.97413545,0.957946163
803,2016/12/15,1.354160668,3.387849122,1.334293118,1.030137249,6.935598426,25.93435071,7.136001536,0.802361071,7.759957769,7.238026682,300.575871,13425.0024,3.8450907,67.80161244,0,118.0823496,1186.131107,20.65457338,4.472214224,8.637393224,1.415874844,49.93473462,4.266244361,4.340435742,61.80564354,9.375947788,1.44044534,35.79038295,3.53584797,1,14.04002303,0.959785008
804,2016/12/14,1.331924089,3.310973318,1.311630966,1.009676813,6.90520481,25.38801203,6.986001503,0.788829387,7.756576475,7.08427283,295.8380308,13288.00263,3.809658023,67.47886133,0,114.9849681,1166.009019,20.26174371,4.444099962,8.47641864,1.384911687,49.71627208,4.171552048,4.24210823,61.19748215,9.165069523,1.423994739,35.59000376,3.487880496,1,13.67042465,0.93949643
805,2016/12/13,1.334118756,3.329406221,1.31206409,1.012441093,6.902262017,25.46842601,7.009425071,0.786880302,7.757115928,7.0933082,296.2393968,13312.86522,3.809613572,67.53911404,0,115.2403393,1166.71065,20.24392083,4.445523091,8.434967012,1.387747408,49.80584354,4.188689915,4.245523091,60.87002828,9.159283695,1.426767201,35.600377,3.482846371,1,13.68708765,0.942507069
806,2016/12/12,1.337674594,3.393072858,1.313514534,1.016610042,6.910626652,25.50679502,7.018780672,0.79180823,7.758682522,7.109758399,296.3571159,13327.50094,3.82191393,67.42969045,0,115.788977,1168.110608,20.2408456,4.41204228,8.446394866,1.396092865,49.75462439,4.202529256,4.253775009,61.21753492,9.196394866,1.429312948,35.6398641,3.517270668,1,13.72602869,0.943752359
807,2016/12/09,1.33923667,3.391893172,1.317738422,1.01865707,6.906998769,25.59617388,7.043185908,0.794914291,7.759636329,7.133914196,297.8028222,13327.5026,3.826119898,67.56416327,0,115.0487736,1171.512454,20.43990908,4.423524955,8.505066768,1.396439057,49.82952931,4.210057771,4.261198977,63.16772422,9.177952458,1.42807084,35.67004451,3.476370868,1,13.77497869,0.947059381
808,2016/12/08,1.338598773,3.40076194,1.32150158,1.008455677,6.879855046,25.12358298,6.912283962,0.78976956,7.756457907,7.00195131,292.0367961,13286.49879,3.788143468,67.37177105,0,113.9286378,1161.522022,20.34147928,4.422040513,8.376231184,1.391284148,49.67942762,4.138635941,4.183237316,63.36182866,9.034380227,1.419067088,35.61977328,3.407916744,1,13.67422412,0.929195317
809,2016/12/07,1.34277726,3.397670084,1.327306617,1.009692451,6.881267474,25.19664492,6.931780056,0.79305685,7.75666356,7.024976701,291.6868593,13325.00466,3.803261883,67.64492078,0,114.0913327,1162.693383,20.32562908,4.431966449,8.379123952,1.4,49.63560112,4.126747437,4.191985089,63.73942218,9.108574091,1.418266542,35.63000932,3.418732526,1,13.56300093,0.931966449
810,2016/12/06,1.341065772,3.431805478,1.326811999,1.00922303,6.881032234,25.19564002,6.929755916,0.78451649,7.755729458,7.024408422,292.0532886,13382.50419,3.80883175,67.80091299,0,113.9183902,1169.377678,20.37544252,4.435531955,8.366219489,1.402925284,49.55375443,4.171790572,4.189957146,63.74576113,9.132662568,1.418669648,35.59996274,3.465809577,1,13.6130054,0.931619154
811,2016/12/05,1.344701925,3.461409082,1.330592413,1.008876845,6.883012521,25.28219024,6.951597832,0.786469819,7.755279387,7.041300691,293.3750701,13432.4986,3.826761353,68.1643618,0,114.2963932,1172.192114,20.63660998,4.448514296,8.394692581,1.411418426,49.69912166,4.205288731,4.205755933,63.64931788,9.158568492,1.423098486,35.6447393,3.531489441,1,13.84087087,0.934404784
812,2016/12/02,1.346833302,3.468239053,1.330295057,1.010242436,6.888742718,25.42567187,6.990979139,0.792172524,7.755497087,7.089362902,294.9915429,13520.30633,3.83123473,68.25596692,0,113.8883668,1172.110506,20.78162,4.452546514,8.443901522,1.408569818,49.66923511,4.218380004,4.237455366,64.13925954,9.207197895,1.422664913,35.62018418,3.54698365,1,14.08128171,0.939672994
813,2016/12/01,1.352968853,3.443775289,1.339983062,1.012891691,6.88585678,25.46438317,7.001129199,0.791361626,7.755904771,7.09984003,295.4361532,13544.99859,3.833254917,68.35136915,0,114.22791,1168.382422,20.64006775,4.463536276,8.433988896,1.412251811,49.7158182,4.204008657,4.238449233,63.77152536,9.215677049,1.4279665,35.66481603,3.484708761,1,14.07499765,0.940999341
814,2016/11/30,1.343770569,3.396144805,1.338316878,1.015796897,6.883403855,25.44428773,6.996050776,0.801598496,7.756370475,7.087729196,292.9102022,13552.49647,3.841090738,68.5086977,0,113.2863188,1172.891396,20.57122708,4.466008463,8.480488952,1.402068641,49.75364363,4.182698637,4.235072873,64.33559003,9.171415139,1.427268453,35.65491302,3.420028209,1,14.00047015,0.94029149
815,2016/11/29,1.343608169,3.404784418,1.345688351,1.016641452,6.899773071,25.57204992,7.033944781,0.801957262,7.755673222,7.126323752,294.515885,13572.50378,3.846444781,68.69941377,0,112.9727685,1173.770802,20.68419062,4.465960666,8.582167171,1.409984871,49.79576399,4.188634644,4.27118003,65.28489032,9.234871407,1.428990166,35.69969743,3.429179274,1,13.98997731,0.945537065
816,2016/11/28,1.340574235,3.391480922,1.345107669,1.015394787,6.908764639,25.54212316,7.025783906,0.805657348,7.755666793,7.118247072,293.3981866,13529.99622,3.856157915,68.72024934,0,112.6275028,1174.518323,20.54873442,4.462504722,8.580279562,1.41584813,49.85360786,4.173970533,4.264261428,64.98630525,9.236683037,1.427465055,35.57045712,3.426709482,1,13.88496411,0.944465433
817,2016/11/25,1.343466767,3.435989426,1.34913142,1.013595166,6.919845166,25.5277568,7.022280967,0.804210725,7.756136707,7.110838369,292.0411631,13517.50378,3.875283233,68.53521526,0,113.038142,1177.331949,20.6502077,4.456476586,8.562122356,1.419939577,49.84988671,4.172016616,4.261706949,64.58751888,9.237160121,1.428625378,35.64954683,3.448168429,1,14.13500755,0.944108761
818,2016/11/24,1.353242321,3.404342055,1.349260523,1.016970042,6.919605612,25.62950322,7.050910125,0.803943876,7.756825939,7.139078498,294.3306788,13550,3.876185059,68.75663633,0,113.225256,1181.712173,20.7480091,4.459897611,8.613765643,1.431171786,49.9838832,4.194065226,4.275692074,64.54285173,9.258437619,1.432214638,35.67974972,3.425862723,1,14.22876375,0.948047023
819,2016/11/23,1.348236182,3.382380683,1.34502924,1.012167516,6.90030183,25.49235993,7.017355216,0.805442369,7.756272401,7.100547067,292.4353895,13536.52141,3.872382569,68.73655914,0,111.3374835,1177.325033,20.5942275,4.444633088,8.553103188,1.418505942,49.89530277,4.164685908,4.260045274,64.27636295,9.230616865,1.427655159,35.59988681,3.390303716,1,14.13997359,0.943218261
820,2016/11/22,1.351794292,3.34341151,1.340303287,1.010643308,6.885184139,25.47235566,7.007535085,0.804586983,7.755580673,7.092398983,290.93906,13426.0243,3.865592917,68.29518696,0,110.897617,1174.437223,20.33013092,4.421022888,8.529999058,1.415936705,49.80502967,4.163605538,4.24950551,64.01054912,9.227936329,1.424696242,35.46482057,3.364132994,1,14.05688989,0.941885655
821,2016/11/21,1.356786756,3.35499953,1.34587527,1.009030195,6.89427147,25.42752328,6.999247484,0.806368169,7.756278807,7.089455366,290.7816762,13390.99802,3.869626564,68.14881008,0,110.6104788,1177.076474,20.48358574,4.419998119,8.545103941,1.418587151,49.74508513,4.167717054,4.242780547,64.12284827,9.231963127,1.42272599,35.46985232,3.363465337,1,14.22001693,0.940645283
822,2016/11/18,1.352526108,3.391570232,1.351491203,1.007714743,6.882679462,25.4351303,6.999623671,0.811158152,7.757079688,7.086273403,291.175087,13427.50024,3.872706746,67.9433625,0,110.0291655,1176.159563,20.41283282,4.403989086,8.565057861,1.418101421,49.5691034,4.179979302,4.247812588,64.72302192,9.242920312,1.421300216,35.51039609,3.367955593,1,14.3748236,0.940822279
823,2016/11/17,1.339833909,3.410469348,1.3426332,1.001866194,6.869553047,25.24027246,6.944014183,0.802976579,7.757114864,7.019501726,288.6628721,13372.50163,3.858355883,67.86880657,0,109.2843146,1176.793879,20.29523187,4.382009891,8.479798451,1.41298871,49.57544089,4.147429318,4.216385182,64.58747784,9.178688066,1.416441168,35.43995521,3.332275823,1,14.27003826,0.933096949
824,2016/11/16,1.339282377,3.437768641,1.347878901,1.003363857,6.879088021,25.26256774,6.954027285,0.80461596,7.757428518,7.026256774,290.2167819,13470.99608,3.856195104,68.06858531,0,109.5589609,1175.817604,20.47009905,4.350028032,8.476920202,1.418333022,49.36460475,4.151840777,4.223322743,65.11362362,9.187815362,1.417865819,35.51018501,3.320968043,1,14.33348907,0.934404784
825,2016/11/15,1.322805388,3.437621923,1.352531352,0.999349745,6.857036693,25.10915002,6.914444961,0.80481189,7.756990246,6.981699954,287.9424059,13368.62053,3.84189503,67.75522527,0,108.2675337,1165.954482,20.46706921,4.329215049,8.439201115,1.406781235,49.12958662,4.11007896,4.193218765,65.21179749,9.15095216,1.412169066,35.39526242,3.279795634,1,14.18300046,0.928936368
826,2016/11/14,1.324672915,3.447434351,1.353809038,0.996473972,6.844112462,25.07747982,6.905910736,0.797856546,7.757910365,6.969008073,287.7702515,13357.50209,3.850700566,67.81107915,0,107.8871671,1172.858866,20.88002227,4.349076737,8.476384894,1.409761529,49.1723114,4.088336272,4.192539668,66.45151712,9.102254802,1.415885682,35.46998237,3.292010764,1,14.3882342,0.927902014
827,2016/11/11,1.314930301,3.412325752,1.349137931,0.984225972,6.804658841,24.8110785,6.82529347,0.78992113,7.757978723,6.890132062,283.6115187,13404.99817,3.831804842,67.25009171,0,106.3462949,1164.893617,20.82373441,4.341709464,8.359134263,1.390590609,49.03980191,4.042644901,4.141599413,65.4874358,9.043470286,1.408565664,35.29988995,3.253026412,1,14.22166178,0.917094644
828,2016/11/10,1.315832951,3.287287747,1.348233134,0.987792565,6.79807251,24.80220285,6.830105553,0.805736576,7.755392382,6.888022028,282.055989,13284.88297,3.840385498,66.73565856,0,106.8379991,1160.972923,20.22661771,4.30316659,8.3279486,1.388893988,48.97475906,4.000734282,4.132446076,63.90849013,9.094997705,1.408719596,35.16016521,3.238182653,1,13.86452501,0.917852226
829,2016/11/09,1.300671385,3.226728361,1.342587552,0.979223371,6.783796044,24.52095808,6.751678461,0.80774814,7.754218835,6.808927599,276.6739249,13190.99982,3.801125023,66.57276356,0,103.9194339,1152.830702,19.82598439,4.235891853,8.273725277,1.366811831,48.79332245,3.936490655,4.087279985,63.37887861,9.075031755,1.394030122,34.94465614,3.194973689,1,13.45499909,0.907276356
830,2016/11/08,1.298423627,3.203841276,1.336836383,0.976445008,6.787370901,24.47997826,6.741982243,0.807102736,7.754756296,6.803768799,276.8345715,13096.84725,3.811288277,66.5958507,0,104.7834753,1135.848886,18.56223954,4.218336655,8.221869904,1.364377605,48.6356224,3.92127197,4.083439029,63.78329408,8.985776409,1.390378692,34.96013771,3.170230114,1,13.34643957,0.905961225
831,2016/11/07,1.301482553,3.20421262,1.339088772,0.975320918,6.774633882,24.42686675,6.726450913,0.804917736,7.75628277,6.792623395,276.667872,13088.00398,3.8124209,66.75465558,0,104.3210993,1143.274272,18.65747604,4.21659736,8.229524498,1.366479841,48.71813415,3.914391611,4.066895679,63.7090942,9.024859881,1.389983728,35.00994395,3.170131983,1,13.45552341,0.903995661
832,2016/11/04,1.301541513,3.244929235,1.343279546,0.971243126,6.756963851,24.35860453,6.708014063,0.80057694,7.755701794,6.7731903,275.9668259,13088.84882,3.803930407,66.74434328,0,102.9838637,1144.334265,19.13684305,4.206346345,8.212205896,1.367438925,48.53240782,3.893266024,4.056161543,64.0649058,8.981339584,1.38438655,34.97971694,3.148832597,1,13.53294871,0.901469395
833,2016/11/03,1.304591468,3.228488792,1.338937093,0.974963847,6.763557484,24.42245119,6.72505423,0.801319595,7.755784526,6.791395517,278.2718727,13068.00434,3.814804772,66.74439624,0,103.2628344,1144.28778,19.29013015,4.187545192,8.186460593,1.367859725,48.40563991,3.903289949,4.066160521,63.76373825,8.954085322,1.385755604,34.97017354,3.111984816,1,13.46212943,0.903832249
834,2016/11/02,1.305002253,3.241730509,1.337539432,0.972239748,6.758269491,24.35511492,6.705272645,0.811744029,7.754844525,6.771518702,277.6566021,13051.59081,3.815592609,66.67057233,0,103.3077963,1143.271744,19.37359171,4.178999549,8.178008112,1.372870662,48.34520054,3.898602974,4.058404687,63.45047319,8.914826498,1.384407391,34.95538531,3.116719243,1,13.37746733,0.901306895
835,2016/11/01,1.300770975,3.196281179,1.336054422,0.981678005,6.769251701,24.51156463,6.747301587,0.817895692,7.755464853,6.809977324,279.1201814,13048,3.821678005,66.70521542,0,104.8253968,1141.442177,18.88253968,4.172879819,8.182585034,1.391564626,48.27936508,3.907936508,4.086621315,62.92045351,8.961451247,1.388480726,35.02040816,3.101587302,1,13.49569161,0.907029478
836,2016/10/31,1.315274986,3.182532432,1.339758816,0.988488946,6.774712224,24.68847067,6.796363969,0.82267495,7.755070345,6.86031427,281.7832998,13040.2156,3.849625434,66.77690481,0,105.0338023,1146.437055,18.92472136,4.199707656,8.253699982,1.398958524,48.47706925,3.953773068,4.116572264,63.26493696,9.01242463,1.393294354,35.01461721,3.102959985,1,13.56495523,0.913575735
837,2016/10/28,1.320637246,3.18998352,1.338857352,0.993865592,6.780168467,24.74088995,6.810291155,0.8231551,7.75379967,6.873100165,283.3363853,13050.50357,3.856528108,66.79866325,0,105.3836294,1145.403772,18.82210218,4.208020509,8.280992492,1.400476103,48.52133309,3.965116279,4.120582311,62.9626442,9.02948178,1.394341696,35.05035708,3.118293353,1,13.8811573,0.915583227
838,2016/10/27,1.31225405,3.135444312,1.336597419,0.991855038,6.77971996,24.72956896,6.806625789,0.815942162,7.755193557,6.864647204,282.9962478,13032.46088,3.842683262,66.81934657,0,104.6856411,1143.186602,18.72526769,4.195662121,8.223483115,1.39983527,48.48997895,3.961929166,4.121716848,62.78612611,8.98233733,1.392056374,35.09014368,3.097373479,1,13.85750892,0.915164272
839,2016/10/26,1.301601831,3.118077803,1.336567506,0.992036613,6.769244851,24.73318078,6.808695652,0.818901602,7.755789474,6.86590389,282.9199085,13010.06865,3.838718535,66.84256293,0,104.3203661,1135.853547,18.62407323,4.16201373,8.276887872,1.395514874,48.4576659,3.958352403,4.115789474,62.33409611,8.912402746,1.389565217,35.00045767,3.084851259,1,13.75002288,0.915331808
840,2016/10/25,1.308774834,3.115526122,1.331677704,0.997792494,6.77750184,24.85375276,6.842071376,0.818598234,7.756714496,6.901214128,283.4437086,13005.99706,3.850533481,66.81107432,0,104.5345843,1131.926049,18.49006623,4.152133922,8.266004415,1.398822664,48.21376012,3.958977189,4.129966887,62.08268948,8.938557763,1.391924209,34.95033113,3.072755703,1,13.83397719,0.919793966
841,2016/10/24,1.311358002,3.140207511,1.335690019,0.993572675,6.773941787,24.8103939,6.830777706,0.817326233,7.756679827,6.894040951,283.2889542,13018.99734,3.861628868,66.8418878,0,104.0216693,1133.311909,18.57157286,4.172619594,8.25039023,1.397025067,48.2618676,3.963456065,4.137820219,62.25048205,8.911027454,1.391883206,35.00045909,3.076026077,1,13.87999265,0.918189331
842,2016/10/21,1.310674261,3.15451038,1.322891788,0.994396473,6.76327393,24.82178945,6.832904648,0.820503399,7.75831343,6.896931839,283.2077898,13073.58075,3.857523425,66.89785045,0,103.7663053,1137.819217,18.6546941,4.18601874,8.22505971,1.3953702,48.29505787,3.973084696,4.137699798,62.38884806,8.902535367,1.394359728,35.13503583,3.079827301,1,14.0318758,0.91861106
843,2016/10/20,1.303642987,3.153825137,1.316939891,0.988342441,6.737704918,24.60928962,6.776229508,0.815737705,7.757832423,6.837431694,280.0910747,13007.50455,3.841712204,66.79826958,0,103.6065574,1126.930783,18.56193078,4.172040073,8.162568306,1.382969035,48.02094718,3.941894353,4.101092896,62.42322404,8.837887067,1.388615665,34.97996357,3.060655738,1,13.91065574,0.910746812
844,2016/10/19,1.302304399,3.193642408,1.308042627,0.988614628,6.736770198,24.6115311,6.777393205,0.813717096,7.757992531,6.838054468,279.6976045,12994.99954,3.830585664,66.66271974,0,103.3700701,1123.854632,18.65834775,4.187175517,8.159668458,1.387375899,47.99344203,3.932962929,4.100555606,62.50323345,8.83322707,1.387011568,34.90026414,3.071682303,1,13.90381638,0.910829766
845,2016/10/18,1.303738743,3.190484854,1.308287092,0.990266533,6.737014464,24.58018739,6.768580005,0.814745747,7.758937506,6.824615665,279.2049486,13030.00091,3.828254344,66.7101792,0,104.0389339,1126.416811,18.71309015,4.192304194,8.147457473,1.389975439,48.15246066,3.928318021,4.103520422,62.90257437,8.826071136,1.386518694,35.05958337,3.09997271,1,14.04648413,0.90966979
846,2016/10/17,1.313079862,3.196925596,1.312806986,0.988903038,6.737766054,24.58068037,6.767327633,0.82303984,7.75914135,6.827815172,279.1795525,13058.00437,3.825177369,66.81508095,0,104.1113335,1139.876296,18.93751137,4.217482263,8.214935419,1.40376569,48.53283609,3.9367837,4.099054029,62.825996,8.825541204,1.388939422,35.27014735,3.094142259,1,14.23803893,0.909587047
847,2016/10/14,1.31076168,3.180694419,1.316578804,0.98972914,6.726049809,24.56735139,6.76222505,0.817215052,7.758862025,6.823577531,277.5040902,13050.86348,3.819850936,66.74968188,0,104.3083076,1132.575895,18.94637339,4.192692238,8.202872205,1.409561898,48.37938557,3.910198146,4.093801127,62.97100527,8.822759498,1.387293219,35.26995092,3.08752954,1,14.20678059,0.90892565
848,2016/10/13,1.323065773,3.20139518,1.324515311,0.98786012,6.727758652,24.47997826,6.739898532,0.819260736,7.758380141,6.805580721,277.6589962,13077.49592,3.813462584,66.89391194,0,103.7235006,1134.136619,18.98278674,4.211813734,8.223228846,1.415383222,48.4136619,3.897445189,4.079543396,63.24152926,8.820891466,1.383855771,35.57981518,3.098025005,1,14.29633992,0.905961225
849,2016/10/12,1.320598911,3.199274047,1.324682396,0.989655172,6.7176951,24.52359347,6.751270417,0.816606171,7.758076225,6.816696915,277.722323,13030.3176,3.816061706,66.79673321,0,103.9019964,1124.91833,18.92595281,4.195009074,8.193284936,1.417513612,48.59981851,3.899637024,4.08076225,62.57495463,8.831034483,1.382940109,35.75045372,3.088838475,1,14.39401089,0.907441016
850,2016/10/11,1.324939074,3.216355267,1.322592292,0.98727322,6.719017962,24.38938532,6.716490658,0.814450763,7.760357433,6.778138821,274.7811174,13044.35418,3.800704035,66.59084755,0,103.7097211,1123.846918,18.87246141,4.18395162,8.159129885,1.413214189,48.57568373,3.85522159,4.051358426,62.42413575,8.784005777,1.378915065,35.39037819,3.08141529,1,14.26302013,0.902608539
